"adre_a","artesania","codi_postal","coeducaci","comarca","comunicaci_societat_de_la","cultura_i_arts","demarcaci_territorial","diversitat_funcional","dones_grans","drets_humans_i_cooperaci","drets_sexuals_i_reproductius","ecofeminismes","economia_feminista","email","emprenedoria_i_direcci_d","esports","fax","inserci_laboral_i_ocupaci","interculturalitat_i_migraci","jur_dic_legal","lgtbi","lleure","m_n_rural","municipi","organisme","pensaments_feministes_i","promoci_d_activitats_i","salut","sororitat_i_ajuda_m_tua","tel_fon","tipus","treball_de_cura","treball_sexual","viol_ncies_masclistes","web"
"C. de Claramunt 4, local 2","No","08030","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","dromkotarmestipen@gmail.com","No","No","93 3100547","No","Sí","No","No","No","No","Barcelona","Asociación Gitana de Mujeres Drom Kotar Mestipen de Barcelona","No","No","No","No","93 304 30 00","Associacions/grup","No","No","No","http://dromkotar.org/es/"
"C. Laforja, 67, 4t 2a","No","08021","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","ipss@ipss-online.org","No","No","93 218 40 02","No","Sí","No","No","No","No","Barcelona","Asociación Instituto para la Promoción Social y de la Salud (IPSS)","No","Sí","No","No","93 202 16 16","Associacions/grup","No","No","No","http://www.ipss-online.org"
"C. Pedraforca, 52","No","08191","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No",,"No","Sí",,"No","No","No","No","No","No","Rubí","Asociación Nacional Mamas y Fitness","No","No","No","No",,"Associacions/grup","Sí","No","No","http://www.sweetfit.com"
"C. de Viladomat, 174, 5è","No","08015","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","asodame@asodame.com","Sí","No","93 496 45 07","No","No","No","No","No","No","Barcelona","Asociación ODAME (Operación de Detección y Acompañamiento de Mujeres Emprendedoras)","No","No","No","No","93 496 45 07","Associacions/grup","No","No","No","http://www.asodame.com"
"C. d'Aragó, 335, entl.","No","08009","No","Barcelonès","No","No","Barcelona","No","No","Sí","No","No","No","infoadamujer@gmail.com;mery765@hotmail.es","No","No","93 310 00 53","No","No","No","No","No","No","Barcelona","Asociación para la Defensa y Asesoramiento de la Mujer (ADAMUJER)","No","No","No","No","93 476 64 53","Associacions/grup","No","No","Sí","http://adamujer1.webnode.es/"
"C. Narcís Blanch, 13, 1r 2a","No","17003","No","Gironès","No","No","Girona","No","No","No","No","No","No","previfam.girona@gmail.com","No","No",,"No","No","No","No","No","No","Girona","Asociación Previfam","No","No","No","No","652098419","Associacions/grup","No","No","Sí","http://www.previfam.webs.tl"
"C. Ronda General Mitre, 146","No","08006","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","evni@hotmail.com","No","No",,"No","No","No","No","No","No","Barcelona","Asociación Provincial de Mujeres en Igualdad de Barcelona","No","Sí","No","No","627 31 75 73","Associacions/grup","No","No","No",
"C. Salvador Espriu, 33, 1r 1a","No","08005","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","mrgeconomista@yahoo.es","No","No","93 221 25 44","No","No","No","No","No","No","Barcelona","Asociación Temas de Mujer","No","No","No","No",,"Associacions/grup","No","No","Sí","http://www.temasdemujer.org"
"C / de l'or, 2, bis","No","17300","No","Selva","No","No","Girona","No","No","No","No","No","No","colectivodonaterra@gmail.com ;monicacoach@gmail.com","No","No",,"No","No","No","No","No","No","Blanes","Associació ""Colectivo"" Dona Terra","No","Sí","No","No",,"Associacions/grup","No","No","No","http://donaterra.ning.com"
"Rbla. Josep Tarradellas, 5, 5è 1a","No","08500","No","Osona","No","No","Barcelona","No","No","No","No","No","No","maresdellet@gmail.com","No","No",,"No","No","No","No","No","No","Vic","Associació ""Mares de Llet""","No","No","No","No","93 885 70 72","Associacions/grup","Sí","No","No","http://www.maresdellet-osona.blogspot.com"
"C. Francisco Moragas, 23","No","08921","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","immodret@hotmail.com; info@immodret.net","No","No",,"No","No","No","No","Sí","No","Santa Coloma de Gramenet","Associació ""Més que dones""","No","No","No","No","93 513 28 30","Associacions/grup","No","No","No","http://mesquedones.cat/"
"C/ Muntaner, 354, 1r 2a","No","08021","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@50a50.org","No","No",,"No","No","No","No","No","No","Barcelona","Associació 50 a 50","No","No","No","No","665 620 121","Associacions/grup","No","No","No","www.50a50.org"
"C. Sevilla, 37, 1r","No","08018","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","accioiniciativessocials@gmail.com","No","No",,"No","No","No","No","Sí","No","Barcelona","Associació Acció Iniciatives Socials","No","No","No","No","650 645 467","Associacions/grup","No","No","No",
"Centre d'empreses de Noves Tecnologies. Av. del Parc Tecnològic, 3","No","08290","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No",,"Sí","No","935801354","No","No","No","No","No","No","Cerdanyola del Vallès","Associació ADE Vallès (Associació de Directives i Empresàries del Vallès)","No","No","No","No","93 582 01 23","Associacions/grup","No","No","No","http://adevalles.cat/"
"C. Raval, 45","No","17450","No","Selva","No","No","Girona","No","No","No","No","No","No","ritasauri@hotmail.com","No","No",,"No","No","No","No","Sí","No","Hostalric","Associació ADEONA Dones d'Hostalric","No","No","No","No","651180203","Associacions/grup","No","No","No","http://www.adeonadoneshostalric.blogspot.com"
"C. de Marc Mir, 15","No","08770","No","Alt Penedès","No","No","Barcelona","No","No","No","No","No","No","fatimazaryouhi@hotmail.com","No","No",,"No","Sí","No","No","No","No","Sant Sadurní d'Anoia","Associació Amal-Esperança","No","No","No","No",,"Associacions/grup","No","No","No",
"C. Catània, 3, baixos","No","08019","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","associacioambarprim@gmail.com","No","No",,"No","No","No","No","No","No","Barcelona","Associació Ambar-Prim (Associació de Dones del Barri del Besòs i Rambla Prim)","No","No","No","Sí","93 305 61 61","Associacions/grup","No","No","No",
"C. Lluís Soler i Sabarís, s/n (Institut Jaume Almera-CSIC)","No","08028","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","amit.catalunya@gmail.com","No","No","93 411 00 12","No","No","No","No","No","No","Barcelona","Associació Amit-cat (Associació de Dones Investigadores i Tecnòlogues a Catalunya)","No","Sí","No","No","93 581 14 56","Associacions/grup","No","No","No","http://www.amit-cat.org/"
"Cal Palà, s/n","No","08281","No","Solsonès","No","No","Lleida","No","No","No","No","No","No","marina.vilaseca@larada.coop","No","No",,"No","No","No","No","No","Sí","La Molsosa","Associació Arada, creativitat social i dinamització socioambiental pel desenvolupament sostenible","No","No","No","No","660528582","Associacions/grup","No","No","No",
"C. Brosolí, 4","No","08003","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No",,"Sí","No",,"No","No","No","No","No","No","Barcelona","Associació Atenea Empresàries Actives Creadores","No","No","No","No",,"Associacions/grup","No","No","No",
"C. Maria Montessori, s/n","No","17820","No","Pla de l'Estany","No","No","Girona","No","No","No","No","No","No","ateneudona@gmail.com","No","No",,"No","No","No","No","No","No","Banyoles","Associació Ateneu Obert de la Dona","No","Sí","No","No","972 57 18 41","Associacions/grup","No","No","No",
"C. Torres i Bages, 14, 4t 3a","No","17190","No","Gironès","No","No","Girona","No","No","No","No","No","No",,"No","No",,"No","Sí","No","No","No","No","Salt","Associació Balal Reoube Fouladou (Senegal) (Associació d'Ajuda a les Dones del Senegal)","No","No","No","No",,"Associacions/grup","No","No","No",
"C. de Ripoll, 25","No","08002","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No","caladona@caladona.org","No","No",,"No","No","No","No","No","No","Barcelona","Associació Ca la Dona","Sí","No","No","No","93 412 71 61","Associacions/grup","No","No","Sí","http://www.caladona.org"
"C. Vall d'Ordesa, 12, baixos","No","08031","Sí","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","ass_candela@yahoo.es","No","No",,"No","No","No","No","No","No","Barcelona","Associació Candela per la Investigació i Acció Comunitària","No","No","No","No","644 33 67 16","Associacions/grup","No","No","Sí","http://candela.cat/inici/"
"Carrer Requet de Fèlix, 25, baixos","No","43480","No","Tarragonès","No","No","Tarragona","No","No","No","No","No","No","casaldeladonavilaseca@gmail.com","No","No",,"No","No","No","No","Sí","No","Vila-seca","Associació Casal de la Dona de Vila-seca","No","No","No","No","608543794","Associacions/grup","No","No","No",
"C. Sindicat s/n (Masia Can Florencia)","No","08389","Sí","Maresme","No","No","Barcelona","No","No","No","No","No","No","casaldona@yahoo.es","No","No",,"No","No","No","No","No","No","Palafolls","Associació Casal de la Dona les Ferreries","No","No","No","No","93 766 63 48","Associacions/grup","No","No","No",
"Rbla. de Santa Mònica, 10","No","08002","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"Sí","No","No","No","No","No","Barcelona","Associació Catalana de Dones Autònomes - ACDA","No","No","No","No",,"Associacions/grup","No","No","No",
"Carrer Dr. Trueta, 69","No","08005","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","nvinasllebot@gmail.com;nvinas@absolutearom.com","Sí","No",,"No","No","No","No","No","No","Barcelona","Associació Catalana de Dones Directives i Empresàries - ACDDE","No","No","No","No","672 491 369","Associacions/grup","No","No","No","http://donespelfutur.com/"
"C. d'Elkano, 24","No","08004","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","associacioacds@gmail.com;mdcampsc@gmail.com","No","No",,"No","No","No","No","Sí","No","Barcelona","Associació Catalana de Dones Separades","No","No","No","Sí","93 328 99 52","Associacions/grup","No","No","No",
"C. Còrsega, 272, 1r","No","08008","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","angelsalonso@icab.es","No","No","93 217 23 73","No","No","No","No","No","No","Barcelona","Associació Catalana de la Dona Caterina Albert","No","No","No","No","93 467 58 04","Associacions/grup","No","No","Sí",
"C. Sta. Caterina, 16, local 1
08014 Barcelona","No","08014","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","llevadores@llevadores.cat","No","No",,"No","No","No","No","No","No","Barcelona","Associació Catalana de Llevadores","No","No","Sí","No","93 360 74 41","Associacions/grup","No","No","No","http://www.llevadores.cat/"
"C. Muntaner, 50, entresòl 1a","No","08011","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","puntaires@puntaires.com","No","No","93 317 06 19","No","No","No","No","Sí","No","Barcelona","Associació Catalana de Puntaires","No","No","No","No","93 412 50 78","Associacions/grup","No","No","No","http://www.puntaires.com"
"C. Mossèn Serapi Ferrer, 25-27","No","08242","No","Bages","No","No","Barcelona","No","No","No","No","No","No","ascatsp@gmail.com","No","No","93 878 41 13","No","No","No","No","No","No","Manresa","Associació Catalana de Sòl Pèlvic (ASCAT)","No","No","Sí","No","93 878 42 86","Associacions/grup","No","No","No",
"C. Provença, 301, baixos","No","08037","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","mhdefelipe@acee.com.es; acee@acee.com.es","Sí","No","93 241 39 01","No","No","No","No","No","No","Barcelona","Associació Catalana d'Empresàries i Executives (ACEE)","No","No","No","No","93 200 58 51","Associacions/grup","No","No","No","http://www.acee.com.es"
"C. de l'Art 92, entl.","No","08041","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","aci@aci.cat","No","No","93 433 02 50","No","No","No","No","No","No","Barcelona","Associació Catalana d'Infermeria","No","No","Sí","No","93 433 02 50","Associacions/grup","No","No","No","http://www.aci.cat"
"C. Benet Mercadé, 9-11, baixos","No","08012","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No","acpamlm@gmail.com;acpam@ono.com","No","No","93 217 05 22","No","No","No","No","No","No","Barcelona","Associació Catalana Pro Alletament Matern (ACPAM)","No","No","Sí","No","93 337 47 87","Associacions/grup","Sí","No","No","http://www.acpam.org"
"C. Frederica Montseny, 23-25","No","08980","No","Baix Llobregat","No","No","Barcelona","No","No","No","No","No","No","catifaverda@hotmail.com","No","No",,"No","No","No","No","Sí","No","Sant Feliu de Llobregat","Associació Catifa Verda - Dones de Mas Llui","No","No","No","No","626 590 939","Associacions/grup","No","No","No","http://donesdemasllui.blogspot.com.es/"
"c/ Talavera, 12, 1r","No","43003","No","Tarragonès","No","No","Tarragona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Tarragona","Associació Causa Morada","No","No","No","No","695154586","Associacions/grup","No","No","Sí",
"C. Jaume I, 34, local","No","08860","No","Baix Llobregat","No","No","Barcelona","No","No","Sí","No","No","No","nbail@neuronit.net","No","No",,"No","No","No","No","No","No","Castelldefels","Associació Centre d'Estudis, Recerca i Creació Neuronit","Sí","No","No","No","615010067","Associacions/grup","No","No","No","http://www.neuronit.net"
"C. de l'Arbre, 2","No","25720","No","Cerdanya","No","No","Lleida","No","No","No","No","No","No",,"Sí","No",,"Sí","No","No","No","No","Sí","Bellver de Cerdanya","Associació Cerescat","No","No","No","No","93 889 24 13","Associacions/grup","No","No","No","http://www.jarc.cat"
"C. Cuba, 2 (Hotel Entitats ""Can Guardiola"")","No","08030","No","Barcelonès","No","No","Barcelona","No","Sí","No","No","No","No","ascidedo@gmail.com","No","No","93 274 13 92","No","No","No","No","No","No","Barcelona","Associació Ciutadana pels Drets de les Dones","No","No","No","Sí","93 311 38 68","Associacions/grup","No","No","No",
"Verge del Carme, 19","No","43838","No","Tarragonès","No","No","Tarragona","No","No","No","No","No","No",,"No","No","977 80 34 17","No","No","No","No","Sí","No","Creixell","Associació Cívica i Social Cercle de Dones de Creixell","No","No","No","No","607 403 183","Associacions/grup","No","No","No",
"C. Bac de Roda, 4, 1r 3a","No","08019","Sí","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@coeducaccio.com","No","No",,"No","No","No","No","No","No","Barcelona","Associació CoeducAcció","No","No","No","No","93 581 23 99","Associacions/grup","No","No","Sí","http://www.coeducaccio.com/"
"C. de la Font, 56-58","No","43365","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","associaciodedones@gmail.com","No","No",,"No","No","No","No","Sí","No","Alforja","Associació Col·lectiu de Dones d'Alforja","No","Sí","No","No","977 81 61 66","Associacions/grup","No","No","No",
"Pl. de Catalunya s/n (Centre Cívic)","No","43110","No","Tarragonès","No","No","Tarragona","No","No","Sí","No","No","No","lucicor97@gmail.com","No","No",,"No","No","No","No","No","No","La Canonja","Associació Col·lectiu de Dones de la Canonja","No","No","No","No","977543618","Associacions/grup","No","No","No",
"C. Major, 88","No","43770","No","Ribera d'Ebre","No","No","Terres de l'Ebre","No","No","No","No","No","No","asscoldedonesmoralanova@gmail.com","No","No","977 41 42 74","No","No","No","No","Sí","No","Móra la Nova","Associació Col·lectiu de Dones de Móra la Nova","No","Sí","No","No","977 401 673","Associacions/grup","No","No","No",
"Pl. Salvador Espriu, s/n, despatx 1","No","17220","No","Baix Empordà","No","No","Girona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Sant Feliu de Guíxols","Associació Col·lectiu de Dones de Sant Feliu de Guíxols","No","Sí","No","No",,"Associacions/grup","No","No","No",
"Pl. de l'Assumpció, 27","Sí","17005","No","Gironès","No","No","Girona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Girona","Associació Col·lectiu de Dones de Sant Narcís","No","No","No","No","627168959","Associacions/grup","No","No","No",
"C. Azaleas, 7","No","43850","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","colectiudonesvilafortuny@gmail.com","No","No",,"No","No","No","No","Sí","No","Cambrils","Associació Col·lectiu de Dones de Vilafortuny de Cambrils","No","Sí","No","No","977 79 55 69","Associacions/grup","No","No","No",
"C. Barcelona, 15","No","08273","No","Moianès","No","No","Barcelona","No","No","No","No","No","No","maribel3_sare@hotmail.com","No","No",,"No","No","No","No","No","No","Santa Maria d'Oló","Associació Col·lectiu de Dones d'Oló","No","Sí","No","No","93 838 51 35","Associacions/grup","No","No","No",
