"","name","contact:phone","contact:email","contact:website","description","amenity","social_facility:for","source","source:date","Id","addr:street","addr:housenumber","addr:block","addr:floor","addr:housename","addr:postcode","addr:city","addr:place","latitud","longitud"
"92","Associació ""Colectivo"" Dona Terra","+34 ","colectivodonaterra@gmail.com ;monicacoach@gmail.com","http://donaterra.ning.com","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",583,"Carrer de l'Or","2bis",NA,NA,NA,"17300","Blanes",NA,"41,67446887","2,793137069"
"93","Associació ""Mares de Llet""","+34 93 885 70 72","maresdellet@gmail.com","http://www.maresdellet-osona.blogspot.com",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",368,"Rambla Josep Tarradellas","5",NA,"5",NA,"08500","Vic",NA,"41,923994382","2,251925474"
"94","Associació ""Més que dones""","+34 93 513 28 30","immodret@hotmail.com; info@immodret.net","http://mesquedones.cat/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",501,"Carrer Francisco Moragas","23",NA,NA,NA,"08921","Santa Coloma de Gramenet",NA,"41,448992535","2,208642408"
"95","Associació 50 a 50","+34 665 620 121","info@50a50.org","www.50a50.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",152,"Carrer  Muntaner","354",NA,"1",NA,"08021","Barcelona",NA,"41,398611037","2,143733547"
"96","Associació Acció Iniciatives Socials","+34 650 645 467","accioiniciativessocials@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",132,"Carrer Sevilla","37",NA,"1",NA,"08018","Barcelona",NA,"41,378116064","2,189581927"
"97","Associació ADE Vallès (Associació de Directives i Empresàries del Vallès)","+34 93 582 01 23","","http://adevalles.cat/","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",322,"Avinguda del Parc Tecnològic","3",NA,NA,"Centre d'empreses de Noves Tecnologies","08290","Cerdanyola del Vallès",NA,"0","0"
"98","Associació ADEONA Dones d'Hostalric","+34 651180203","ritasauri@hotmail.com","http://www.adeonadoneshostalric.blogspot.com","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",598,"Carrer Raval","45",NA,NA,NA,"17450","Hostalric",NA,"41,745751446","2,641342784"
"99","Associació Amal-Esperança","+34 ","fatimazaryouhi@hotmail.com","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",422,"Carrer de Marc Mir","15",NA,NA,NA,"08770","Sant Sadurní d'Anoia",NA,"0","0"
"100","Associació Ambar-Prim (Associació de Dones del Barri del Besòs i Rambla Prim)","+34 93 305 61 61","associacioambarprim@gmail.com","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",138,"Carrer Catània","3",NA,NA,NA,"08019","Barcelona",NA,"0","0"
"101","Associació Amit-cat (Associació de Dones Investigadores i Tecnòlogues a Catalunya)","+34 93 581 14 56","amit.catalunya@gmail.com","http://www.amit-cat.org/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",184,"Carrer Lluís Soler i Sabarís","s/n",NA,NA,"Institut Jaume Almera-CSIC","08028","Barcelona",NA,"0","0"
"102","Associació Arada, creativitat social i dinamització socioambiental pel desenvolupament sostenible","+34 660528582","marina.vilaseca@larada.coop","","món rural","social_facility","woman","Generalitat de Catalunya","2019-03-29",321,"Cal Palà","s/n",NA,NA,NA,"08281","La Molsosa",NA,"0","0"
"103","Associació Atenea Empresàries Actives Creadores","+34 ","","","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",42,"Carrer Brosolí","4",NA,NA,NA,"08003","Barcelona",NA,"0","0"
"104","Associació Ateneu Obert de la Dona","+34 972 57 18 41","ateneudona@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",621,"Carrer Maria Montessori","s/n",NA,NA,NA,"17820","Banyoles",NA,"42,111210349","2,768078357"
"105","Associació Balal Reoube Fouladou (Senegal) (Associació d'Ajuda a les Dones del Senegal)","+34 ","","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",570,"Carrer Torres i Bages","14",NA,"4",NA,"17190","Salt",NA,"41,973277179","2,789960041"
"106","Associació Ca la Dona","+34 93 412 71 61","caladona@caladona.org","http://www.caladona.org","cultura i arts; pensaments feministes","social_facility","woman","Generalitat de Catalunya","2019-03-29",23,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"107","Associació Candela per la Investigació i Acció Comunitària","+34 644 33 67 16","ass_candela@yahoo.es","http://candela.cat/inici/","coeducació","social_facility","woman","Generalitat de Catalunya","2019-03-29",207,"Carrer Vall d'Ordesa","12",NA,NA,NA,"08031","Barcelona",NA,"41,431180544","2,165824048"
"108","Associació Casal de la Dona de Vila-seca","+34 608543794","casaldeladonavilaseca@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",914,"Carrer Requet de Fèlix","25",NA,NA,NA,"43480","Vila-seca",NA,"0","0"
"109","Associació Casal de la Dona les Ferreries","+34 93 766 63 48","casaldona@yahoo.es","","coeducació","social_facility","woman","Generalitat de Catalunya","2019-03-29",350,"Carrer Sindicat","s/n",NA,NA,"Masia Can Florencia","08389","Palafolls",NA,"41,667002555","2,750082811"
"110","Associació Catalana de Dones Autònomes - ACDA","+34 ","","","inserció laboral i ocupació","social_facility","woman","Generalitat de Catalunya","2019-03-29",41,"Rambla de Santa Mònica","10",NA,NA,NA,"08002","Barcelona",NA,"0","0"
"111","Associació Catalana de Dones Directives i Empresàries - ACDDE","+34 672 491 369","nvinasllebot@gmail.com;nvinas@absolutearom.com","http://donespelfutur.com/","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",59,"Carrer Doctor Trueta","69",NA,NA,NA,"08005","Barcelona",NA,"41,392552686","2,195173655"
"112","Associació Catalana de Dones Separades","+34 93 328 99 52","associacioacds@gmail.com;mdcampsc@gmail.com","","lleure; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",56,"Carrer d'Elkano","24",NA,NA,NA,"08004","Barcelona",NA,"41,372826303","2,164353069"
"113","Associació Catalana de la Dona Caterina Albert","+34 93 467 58 04","angelsalonso@icab.es","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",83,"Carrer Còrsega","272",NA,"1",NA,"08008","Barcelona",NA,"0","0"
"114","Associació Catalana de Llevadores","+34 93 360 74 41","llevadores@llevadores.cat","http://www.llevadores.cat/","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",112,"Carrer Sta. Caterina","16",NA,NA,NA,"08014","Barcelona",NA,"41,378438964","2,136939237"
"115","Associació Catalana de Puntaires","+34 93 412 50 78","puntaires@puntaires.com","http://www.puntaires.com","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",101,"Carrer Muntaner","50",NA,"entl",NA,"08011","Barcelona",NA,"41,386205729","2,160147633"
"116","Associació Catalana de Sòl Pèlvic (ASCAT)","+34 93 878 42 86","ascatsp@gmail.com","","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",306,"Carrer Mossèn Serapi Ferrer","25-27",NA,NA,NA,"08242","Manresa",NA,"0","0"
"117","Associació Catalana d'Empresàries i Executives (ACEE)","+34 93 200 58 51","mhdefelipe@acee.com.es; acee@acee.com.es","http://www.acee.com.es","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",234,"Carrer Provença","301",NA,NA,NA,"08037","Barcelona",NA,"0","0"
"118","Associació Catalana d'Infermeria","+34 93 433 02 50","aci@aci.cat","http://www.aci.cat","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",240,"Carrer de l'Art","92",NA,"entl",NA,"08041","Barcelona",NA,"41,419223648","2,174856962"
"119","Associació Catalana Pro Alletament Matern (ACPAM)","+34 93 337 47 87","acpamlm@gmail.com;acpam@ono.com","http://www.acpam.org","cultura i arts; salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",103,"Carrer Benet Mercadé","9-11",NA,NA,NA,"08012","Barcelona",NA,"0","0"
"120","Associació Catifa Verda - Dones de Mas Llui","+34 626 590 939","catifaverda@hotmail.com","http://donesdemasllui.blogspot.com.es/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",538,"Carrer Frederica Montseny","23-25",NA,NA,NA,"08980","Sant Feliu de Llobregat",NA,"41,386302987","2,056160702"
"121","Associació Causa Morada","+34 695154586","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",832,"Carrer Talavera","12",NA,"1",NA,"43003","Tarragona",NA,"41,11805122","1,259416017"
"122","Associació Centre d'Estudis, Recerca i Creació Neuronit","+34 615010067","nbail@neuronit.net","http://www.neuronit.net","drets humans i cooperació; pensaments feministes","social_facility","woman","Generalitat de Catalunya","2019-03-29",454,"Carrer Jaume I","34",NA,NA,NA,"08860","Castelldefels",NA,"41,286506912","1,977989808"
"123","Associació Cerescat","+34 93 889 24 13","","http://www.jarc.cat","emprenedoria i direcció d'empreses; inserció laboral i ocupació; món rural","social_facility","woman","Generalitat de Catalunya","2019-03-29",812,"Carrer de l'Arbre","2",NA,NA,NA,"25720","Bellver de Cerdanya",NA,"42,369429729","1,77653397"
"124","Associació Ciutadana pels Drets de les Dones","+34 93 311 38 68","ascidedo@gmail.com","","dones grans; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",196,"Carrer Cuba","2",NA,NA,"Hotel Entitats Can Guardiola","08030","Barcelona",NA,"41,4299284","2,188536348"
"125","Associació Cívica i Social Cercle de Dones de Creixell","+34 607 403 183","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1013,"Verge del Carme","19",NA,NA,NA,"43838","Creixell",NA,"41,169072087","1,433981432"
"126","Associació CoeducAcció","+34 93 581 23 99","info@coeducaccio.com","http://www.coeducaccio.com/","coeducació","social_facility","woman","Generalitat de Catalunya","2019-03-29",137,"Carrer Bac de Roda","4",NA,"1",NA,"08019","Barcelona",NA,"41,402430892","2,210977905"
"127","Associació Col·lectiu de Dones d'Alforja","+34 977 81 61 66","associaciodedones@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",888,"Carrer de la Font","56-58",NA,NA,NA,"43365","Alforja",NA,"41,211402026","0,975255054"
"128","Associació Col·lectiu de Dones de la Canonja","+34 977543618","lucicor97@gmail.com","","drets humans i cooperació","social_facility","woman","Generalitat de Catalunya","2019-03-29",855,"Plaça de Catalunya","s/n",NA,NA,"Centre Cívic","43110","La Canonja",NA,"0","0"
"129","Associació Col·lectiu de Dones de Móra la Nova","+34 977 401 673","asscoldedonesmoralanova@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",982,"Carrer Major","88",NA,NA,NA,"43770","Móra la Nova",NA,"0","0"
"130","Associació Col·lectiu de Dones de Sant Feliu de Guíxols","+34 ","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",574,"Plaça Salvador Espriu","s/n",NA,NA,NA,"17220","Sant Feliu de Guíxols",NA,"0","0"
"131","Associació Col·lectiu de Dones de Sant Narcís","+34 627168959","","","artesania","social_facility","woman","Generalitat de Catalunya","2019-03-29",550,"Plaça de l'Assumpció","27",NA,NA,NA,"17005","Girona",NA,"41,9750448","2,8115403"
"132","Associació Col·lectiu de Dones de Vilafortuny de Cambrils","+34 977 79 55 69","colectiudonesvilafortuny@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",1017,"Carrer Azaleas","7",NA,NA,NA,"43850","Cambrils",NA,"41,074371982","1,092915068"
"133","Associació Col·lectiu de Dones d'Oló","+34 93 838 51 35","maribel3_sare@hotmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",316,"Carrer Barcelona","15",NA,NA,NA,"08273","Santa Maria d'Oló",NA,"0","0"
"134","Associació Col·lectiu de Dones en l'Església, per la Paritat (CDE)","+34 93 319 23 42","cde@donesesglesia.cat","http://www.donesesglesia.cat","cultura i arts; pensaments feministes","social_facility","woman","Generalitat de Catalunya","2019-03-29",192,"Carrer de Rocafort","242 bis",NA,"1",NA,"08029","Barcelona",NA,"41,385324832","2,145121157"
"135","Associació Contra l'Anorèxia i la Bulímia","+34 93 454 92 75","acab@acab.org","http://www.acab.org","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",225,"Carrer Mallorca","198",NA,"pral",NA,"08036","Barcelona",NA,"41,390172777","2,157884706"
"136","Associació Cornellà per les Dones-1994","+34 93 375 38 53","cornellaperlesdones@gmail.com; ccsildefons@aj-cornella.cat","http://nou.cornellaweb.com/ca/EntitatsDelConcellMunicipal.asp","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",524,"Carrer Gerdera","s/n",NA,NA,"Casal Cívic Sant Ildefons","08940","Cornellà de Llobregat",NA,"41,360780776","2,084279246"
"137","Associació Cultivant Igualtat","+34 607 062 831","cultivantigualtat@gmail.com","","coeducació; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",568,"Carrer Sant Antoni","1",NA,NA,"Comacross","17190","Salt",NA,"41,977519295","2,796185258"
"138","Associació Cultural de Dones Al-Kanisia de Rosselló","+34 ","donesrossello@hotmail.com","http://www.rossello.net/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",665,"Carrer Major","95",NA,NA,NA,"25124","Rosselló",NA,"41,6970796","0,5951537"
"139","Associació Cultural de Dones d'Almenar","+34 692163016","associaciodonesalmenar@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",667,"Carrer Trullets",NA,NA,NA,"Escorxador","25126","Almenar",NA,"41,7946824","0,568623477"
"140","Associació Cultural de Dones de Soses","+34 646846844","aculturaldonessoses@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",705,"Carrer Sant Llorenç","10",NA,NA,NA,"25181","Soses",NA,"0","0"
"141","Associació Cultural de Dones Formació Permanent","+34 977 87 03 64","info@casaldelespluga.cat","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",908,"Plaça Montserrat Canals","1",NA,NA,NA,"43440","L'Espluga de Francolí",NA,"0","0"
"142","Associació Cultural de Dones l'alba","+34 627013201","donesalba@cambrilsciutat.org","","artesania; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1019,"Carrer Sant Plàcid","18-20",NA,NA,NA,"43850","Cambrils",NA,"0","0"
"143","Associació Cultural de Dones l'Amistat de Torrefarrera","+34 608045986","dones.amistat@gmail.com","","cultura i arts; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",664,"Carrer Major","35",NA,NA,NA,"25123","Torrefarrera",NA,"41,673193926","0,606929764"
"144","Associació Cultural de Dones Nou Mil·leni de la Portella","+34 ","donesdelaportella@gmail.com","","cultura i arts; món rural","social_facility","woman","Generalitat de Catalunya","2019-03-29",670,"Carrer de la Barceloneta","5",NA,NA,NA,"25134","La Portella",NA,"41,739898917","0,640093936"
"145","Associació Cultural de Dones Odenenques","+34 93 804 28 67","jalbertt@telefonica.net","","artesania; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",405,"Carrer de la Font","43",NA,NA,NA,"08711","Òdena",NA,"0","0"
"146","Associació Cultural de la Dona d'Almacelles","+34 656936511","donesalmacelles@gmail.com","http://donesdalmacelles.blogspot.com.es/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",656,"Carrer d'Albert Lleó","2",NA,NA,NA,"25100","Almacelles",NA,"41,731339096","0,436897807"
"147","Associació Cultural de la Dona de Calders","+34 93 830 90 69","conxitacar@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",318,"Plaça Major","s/n",NA,NA,NA,"08275","Calders",NA,"41,78932745","1,992012786"
"148","Associació Cultural de la Dona, Centre Cultural de l'Illa","+34 93 862 64 31","assocdonacaldes@hotmail.com","http://www.entitatsdecaldes.cat","dones grans; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",252,"Carrer Buenos Aires","16-18",NA,NA,"Centre Cívic","08140","Caldes de Montbui",NA,"41,631488603","2,166381521"
